"tweet_id","country","org_name","day","user_id","user_name","text","text_en","lobbying","lobbying_type","non_lobbying_type"
"899702092599832576","us","Gannett Fleming, Inc.","2017-08-21 18:37:49","209416985","GannettFleming","RT @penndotnews: @GovernorTomWolf @PennDOTNews @GannettFleming  --  State[a]s 1st Diverging Diamond Interchange. https://t.co/BiQb2Ajp7P","RT @penndotnews: @GovernorTomWolf @PennDOTNews @GannettFleming  --  State[a]s 1st Diverging Diamond Interchange. https://t.co/BiQb2Ajp7P","1","direct",NA
"1336360401240395776","us","Kaiser Permanente","2020-12-08 17:22:02","17372405","aboutKP","Opting out of traditional holiday plans can be tough, but experts agree that staying home is the best way to protect yourself and loved ones from COVID-19. Virtual connections open up ways to rethink togetherness and experience joyful and memorable moments.https://t.co/HOYA780cOF https://t.co/3sENXVUrsM","Opting out of traditional holiday plans can be tough, but experts agree that staying home is the best way to protect yourself and loved ones from COVID-19. Virtual connections open up ways to rethink togetherness and experience joyful and memorable moments.https://t.co/HOYA780cOF https://t.co/3sENXVUrsM","1","other",NA
"875632809867489280","den","Danmarks Almene Boliger (BL)","2017-06-16 08:35:05","2558764628","almeneboliger","Han er iflge sig selv manden alle vil mde i virkeligheden. Md @CKjersgaard til talk om blandede byer, kl. 11.30 i BL[a]s Dome. #dkpol https://t.co/I8H8taPpoL","He is flying himself the man all will mde in reality. Md @CKjersgaard to talk about mixed cities. 11:30 at BL[a]s Dome. #dkpol https://t.co/I8H8taPpoL","1","other",NA
"1283713177063219200","ire","South Dublin Chamber","2020-07-16 10:40:46","300169617","SDublinChamber","Congratulations Minister Calleary at our last meeting  L-R Peter Byrne CEO, Minister Calleary, Eamonn Egan Chamber President &amp; Daniel McLoughlin Chief Executive South Dublin County Council @daracalleary @LloydsofLondon @sdublincoco https://t.co/OGgYRWDb2o","Congratulations Minister Calleary at our last meeting  L-R Peter Byrne CEO, Minister Calleary, Eamonn Egan Chamber President &amp; Daniel McLoughlin Chief Executive South Dublin County Council @daracalleary @LloydsofLondon @sdublincoco https://t.co/OGgYRWDb2o","1","direct",NA
"1369707912046796805","us","State University System of Florida","2021-03-10 17:53:08","884483948","FLBOG","#MoreThanJustANumber @floridastate researchers develop new possibilities to prevent sudden cardiac death https://t.co/YTHA8jePQb","#MoreThanJustANumber @floridastate researchers develop new possibilities to prevent sudden cardiac death https://t.co/YTHA8jePQb","1","other",NA
"1543265061464162304","den","SønderborgNYT – gratis lokale nyheder","2022-07-02 16:07:17","932359310","SdbNYT","Tour de France: Se hvor i mlomrdet du kan st Her p kortet kan du se, hvor i mlomrdet du kan st som publikum, ... https://t.co/gT8sr4ZK8v https://t.co/Wya1OIY38s","Tour de France: See where in the mild you can st Here on the map you can see where in the mild you can st as a audience,... https://t.co/gT8sr4ZK8v https://t.co/Wya1OIY38s","0",NA,"other"
"598954252619423744","us","Nebraska Realtors Association","2015-05-14 20:53:16","1470258823","NE_REALTORS","LB 253 (Notary Bill) was signed into law yesterday! Click here: https://t.co/ngQ2vc37E0 http://t.co/UoJSm58rJB","LB 253 (Notary Bill) was signed into law yesterday! Click here: https://t.co/ngQ2vc37E0 http://t.co/UoJSm58rJB","1","indirect",NA
"1439982719736246273","den","Danske Bank A/S","2021-09-20 16:00:08","76893593","DanskeBank_DK","Mange unge leder i disse dage efter bolig, men konkurrencen i de strste danske byer er stor. Det er der nogle der udnytter ved at love boliger vk, som ikke eksisterer. P @tv2newsdk fortalte Ketil Clorius her til morgen om, hvordan vi arbejder med at hjlpe de, der gr i flden https://t.co/LB9nxJ98eN","Many young people are looking for housing these days, but the competition in the strictest Danish cities is great. There are some who take advantage of legating houses vk that do not exist. P @tv2newsdk told Ketil Clorius here to the morning about how we work to help those who gr in the flow https://t.co/LB9nxJ98eN","0",NA,"other"
"1221734595726467072","den","EY A/S","2020-01-27 10:00:01","70001932","EYnews","What can the EU do to ensure it is able to satisfy its green deal, continue paving the way for long-term value and the creation of global standards? Our EY Director of Climate Change and Sustainable Services, Marteen Dubois investigates: https://t.co/qTdkK57M49 #EYAttract https://t.co/uDNzfpbZ0v","What can the EU do to ensure it is able to satisfy its green deal, continue paving the way for long-term value and the creation of global standards? Our EY Director of Climate Change and Sustainable Services, Marteen Dubois investigates: https://t.co/qTdkK57M49 #EYAttract https://t.co/uDNzfpbZ0v","1","direct",NA
"851427296904859648","den","Ricoh A/S","2017-04-10 13:31:00","123081976","ricoheurope","Meeting room calling for an upgrade? See how we can help with our range of conferencing and presentation technology: https://t.co/bli2lnNO65 https://t.co/70d8H3oNtv","Meeting room calling for an upgrade? See how we can help with our range of conferencing and presentation technology: https://t.co/bli2lnNO65 https://t.co/70d8H3oNtv","0",NA,"marketing"
"894482564106391552","den","THE ENGLISH-SPEAKING UNION OF DENMARK","2017-08-07 08:57:16","47638367","theESU","On Friday, Debate Academy came to an end! Look back over the week[a]s fun by checking the #da2017! https://t.co/TpLSvXmkNm","On Friday, Debate Academy came to an end! Look back over the week[a]s fun by checking the #da2017! https://t.co/TpLSvXmkNm","0",NA,"community"
"1378950557344354304","den","A. P. Møller – Mærsk A/S","2021-04-05 06:00:07","380801406","Maersk","A #chemicals company needed a #4PL partner who could manage the complexity of their #logistics &amp; provide better visibility across the #supplychain. Read the story to find out the result of this partnership between @Aramco &amp; #Maersk: https://t.co/0Fx9cz394B  #AlltheWay https://t.co/63mwHQav9f","A #chemicals company needed a #4PL partner who could manage the complexity of their #logistics &amp; provide better visibility across the #supplychain. Read the story to find out the result of this partnership between @Aramco &amp; #Maersk: https://t.co/0Fx9cz394B  #AlltheWay https://t.co/63mwHQav9f","0",NA,"community"
"1002148251171143680","ire","Maples and Calder LLP","2018-05-31 11:22:16","486909153","maplesgroup","Minister Announces Bill on House Repossession https://t.co/IeU6vBPPon https://t.co/gpp2oRlLeD","Minister Announces Bill on House Repossession https://t.co/IeU6vBPPon https://t.co/gpp2oRlLeD","1","direct",NA
"1461074105340411906","us","Kansas City, Missouri, City of","2021-11-17 20:49:46","41657673","KCMO","Reminder: Greenline KC survey closes on Nov 19th.  Please take a minute to let us know what you[a]d like to see along the 10-mile trail. 
Take it in English: https://t.co/FnOcYwesYC 
or En Espanol: https://t.co/wOiz9UoHEd https://t.co/7KwZafXsOK","Reminder: Greenline KC survey closes on Nov 19th.  Please take a minute to let us know what you[a]d like to see along the 10-mile trail. 
Take it in English: https://t.co/FnOcYwesYC 
or En Espanol: https://t.co/wOiz9UoHEd https://t.co/7KwZafXsOK","1","indirect",NA
"842333092660547585","den","Flensborg Avis A.G.","2017-03-16 11:13:53","705055709495488512","Flensborg_Avis","Her er den nye meningsmling til landdagsvalget i Slesvig-Holsten, som NDR netop har offentliggjort. #schulzeffekt https://t.co/iPEBQ3Vo1x","Here is the new opinion for the country day elections in Slesvig-Holsten, which the NDR has just published. #schulzeffect https://t.co/iPEBQ3Vo1x","1","direct",NA
"1093535752040955904","den","British American Tobacco A/S","2019-02-07 15:43:34","506438340","BATplc","Our factsheet explains the #scientific approach we take to assessing the #reducedrisk potential of our #vapour and #tobaccoheatingproducts. See it in full here: https://t.co/XoFAYYkh7Z https://t.co/rEi45p4BWJ","Our factsheet explains the #scientific approach we take to assessing the #reducedrisk potential of our #vapour and #tobaccoheatingproducts. See it in full here: https://t.co/XoFAYYkh7Z https://t.co/rEi45p4BWJ","0",NA,"marketing"
"1180042504797863936","den","RådgivningsDanmark","2019-10-04 08:50:31","940498876783644672","RaadgivningsDK","Et stort velkommen i foreningen til nyt associeret medlem, #stressforeningen. Vi ser frem til at lre jer at kende og mde jer til faglige arrangementer #dkrdgivning #dkcivil #dksocial https://t.co/pGPT1u9TUj","A great welcome to the association of the new associated member, the #stress association. We look forward to teaching you to know and mde you to professional events #dkrdgivning #dkcivil #dksocial https://t.co/pGPT1u9TUj","0",NA,"community"
"1493676991861739524","den","KPMG","2022-02-15 20:02:00","267939430","KPMG","Take five to watch this segment about the opportunities for #cities to accelerate progress towards a #sustainable future. #GovTake5 https://t.co/fWRZ3DwiE6 https://t.co/0rbwGdfV6e","Take five to watch this segment about the opportunities for #cities to accelerate progress towards a #sustainable future. #GovTake5 https://t.co/fWRZ3DwiE6 https://t.co/0rbwGdfV6e","1","other",NA
"1526462167540695041","den","Skole og Forældre","2022-05-17 07:18:35","1399351699","SkoleForaeldre","Vi skal tiltrkke flere og ogs andre typer af forldre til skolebestyrelserne. Bliver endnu vigtigere, nr #dkpol vil give skolebestyrelserne flere beslutningskompetencer. Hvordan? Ls formand @EdelbergRasmus bud#butm2022 #skolechat 
https://t.co/KpWnBM3geP https://t.co/lbkv5mCKwm","We need to attract more and more types of elderly to the school management. Becoming even more important, #dkpol will give the school management more decision-making skills. How to? Ls chairman @EdelbergRasmus bud#butm2022 #schoolchat 
HTTPS://t.co/KpWnBM3geP https://t.co/lbkv5mCKwm","1","other",NA
"771796477970681856","den","Quality Consulting","2016-09-02 19:46:34","3045024407","CareersQCG","#InspectorII-Kronos opening with @Quality #job https://t.co/qCtk8K7ZDR https://t.co/Db711vhrvb","#InspectorII-Kronos opening with @Quality #job https://t.co/qCtk8K7ZDR https://t.co/Db711vhrvb","0",NA,"organizational"
"797091520222400513","ire","Repak","2016-11-11 15:00:02","16452605","RepakRecycling","Repak member, Panda Recycling, walked away with the Large Waste Collection Operator of the Year Award at the the #PakmanAwards2016! https://t.co/wIDPpEnQ6j","Repak member, Panda Recycling, walked away with the Large Waste Collection Operator of the Year Award at the the #PakmanAwards2016! https://t.co/wIDPpEnQ6j","0",NA,"organizational"
"1509954386050445318","den","Jyllands-posten A/S","2022-04-01 18:02:33","24665133","jyllandsposten","Barbara Bertelsen satte sig i vidneskranken: Og s gik frontalangrebet p ministerium ellers i gang https://t.co/0syyG0OLYc https://t.co/9nE50CAhbE","Barbara Bertelsen satte sig i vidneskranken: Og s gik frontalangrebet p ministerium ellers i gang https://t.co/0syyG0OLYc https://t.co/9nE50CAhbE","1","direct",NA
"1138721088433795072","den","Øjenforeningen Værn om Synet","2019-06-12 08:13:58","1068489814348099585","MsVittrup","Ses vi i morgen? Vi er p Folkemdet:
Har du et jeblik? Oplev med egne jne, hvordan det fles, nr man mister synet. F33 kl. 15-16 og kl. 17-18.
Et jeblik - om syntab i ventevrelsen: En paneldebat med  Knud Romer, Miriam Kolko og Anders Khnau. F29 kl. 16-16.45. #sundpol https://t.co/hIVqWZ7dPk","Will we see tomorrow? We are the people:
Do you have a jeblik? Experience with egne etc, how it fles, no man loses sight. by F33. 15 to 16 hours. 17 to 18.
Et jeblik - about syntab in the venture: A panel debate with Knud Romer, Miriam Kolko and Anders Khnau. by F29. 16 to 16.45. #sundpol https://t.co/hIVqWZ7dPk","1","indirect",NA
"1247144783384129538","den","BØRNEfonden international","2020-04-06 12:51:01","59560250","PlanGlobal","#COVID19 will impact children, adolescents &amp; youths in isolation. As the pandemic forces 743 MILLION girls out of school, were concerned that school closures will disproportionately affect adolescent girls who are at risk of sexual exploitation, early pregnancy &amp; child marriage. https://t.co/QhOlRB0H7L","#COVID19 will impact children, adolescents &amp; youths in isolation. As the pandemic forces 743 MILLION girls out of school, were concerned that school closures will disproportionately affect adolescent girls who are at risk of sexual exploitation, early pregnancy &amp; child marriage. https://t.co/QhOlRB0H7L","1","other",NA
"1301437900417052672","den","CIVICUS","2020-09-03 08:32:29","2189742522","CIVICUSalliance","Join us for the next #ICSW2021 event to discuss concrete actions needed to strengthen the ability of the @UN to advance human rights &amp; social justice through its engagement of civil society, peoples movements &amp; the promotion of civic freedoms: https://t.co/NgxFfeBuBQ #UN75 https://t.co/6bP0owv5fL","Join us for the next #ICSW2021 event to discuss concrete actions needed to strengthen the ability of the @UN to advance human rights &amp; social justice through its engagement of civil society, peoples movements &amp; the promotion of civic freedoms: https://t.co/NgxFfeBuBQ #UN75 https://t.co/6bP0owv5fL","1","direct",NA
"1380762318506704898","den","TV 2/Lorry S/I","2021-04-10 05:59:24","3214445405","tv2lorry","Heldig kartoffel fr fyldt tegnebogen: Vandt 310.785.127 kroner https://t.co/EEYUu9XHJi https://t.co/yVYS2oE85w","Heldig kartoffel fr fyldt tegnebogen: Vandt 310.785.127 kroner https://t.co/EEYUu9XHJi https://t.co/yVYS2oE85w","0",NA,"other"
"1449016752965357584","ire","Temple Media Ltd","2021-10-15 14:18:09","28330309","phplusmag","Our autumn issue is online! Read it at the links below. It features: an oak-framed #passivehouse B&amp;B, two deep retrofits with a focus on embodied carbon, and a passive hostel on the Camindo de Santiago.

UK edition: https://t.co/M8vpRSBrJU

Irish edition: https://t.co/cZn19Ca035 https://t.co/1xcq8yJAIJ","Our autumn issue is online! Read it at the links below. It features: an oak-framed #passivehouse B&amp;B, two deep retrofits with a focus on embodied carbon, and a passive hostel on the Camindo de Santiago.

UK edition: https://t.co/M8vpRSBrJU

Irish edition: https://t.co/cZn19Ca035 https://t.co/1xcq8yJAIJ","0",NA,"marketing"
"1343307627397312512","den","IT-Politisk Forening","2020-12-27 21:27:50","497217764","je5perl","The #PNR Title of the EU-UK #TCA includes the CJEU requirements on retention in A-1/15 (EU-Canada PNR).

UK must delete PNR data after departure from the UK, unless there is objective evidence that the EU passenger presents a risk in the fight against terrorism and serious crime. https://t.co/9PfVRjZo4Z","The #PNR Title of the EU-UK #TCA includes the CJEU requirements on retention in A-1/15 (EU-Canada PNR).

UK must delete PNR data after departure from the UK, unless there is objective evidence that the EU passenger presents a risk in the fight against terrorism and serious crime. https://t.co/9PfVRjZo4Z","1","other",NA
"481954769775239169","us","Rocky Mountain Farmers Union","2014-06-26 00:19:06","2435852923","RMFUnion","@growhaus @HeroesLike_Us @RMFUnion On the Farm Off the Hook in Denver http://t.co/xux2IAfq0A","@growhaus @HeroesLike_Us @RMFUnion On the Farm Off the Hook in Denver http://t.co/xux2IAfq0A","0",NA,"other"
"553182492371734528","den","Dansk Iværksætterforening","2015-01-08 13:32:38","95618310","Ivaerksaetterne","@Ivaerksaetterne er med til #MEVR15. @martinlidegaard svarer p sprgsml om eksport og internationalisering! http://t.co/dUYVPi4J2F","@Ivaerksaets are part of #MEVR15. @Martinlidegaard responds p sprgsml on export and internationalization! HTTP://t.co/dUYVPi4J2F","1","direct",NA
"1452643381088174089","den","TV 2/Nord S/I","2021-10-25 14:29:05","603091167","TV2Nord","Protestskilt mod vej i Sby - nu igen med parti-logoer https://t.co/AfMNrAiNjH https://t.co/LJwKGEVh6k","Protests to the way in Sby - now again with party logos https://t.co/AfMNrAiNjH https://t.co/LJwKGEVh6k","1","other",NA
"1349721443362353155","ire","Mason Hayes & Curran LLP","2021-01-14 14:14:03","330404048","MHCLawyers","We consider the main proposals recently put forward by the European Commission in their Tackling non-performing loans in the aftermath of the COVID-19 pandemic communication. https://t.co/3m8F8WRDqU https://t.co/tnqDaekh38","We consider the main proposals recently put forward by the European Commission in their Tackling non-performing loans in the aftermath of the COVID-19 pandemic communication. https://t.co/3m8F8WRDqU https://t.co/tnqDaekh38","1","direct",NA
"1375696588157280258","den","WWF Verdensnaturfonden Danmark","2021-03-27 06:30:00","179583018","WWFdk","Earth Hour i aften d. 27. marts Vil du vre med til at give planeten og naturen en stemme? S del denne video og sluk lyset fra 20.30-21.30 i aften. Earth Hour er verdens strste oprb p planetens vegne, og vi har alle magten til at gre en forskel #EarthHour #Connect2Earth https://t.co/3e1kVye7kE","Earth Hour this evening on March 27 Would you be angry to give the planet and nature a voice? Share this video and turn off the light from 20.30-21.30 this evening. Earth Hour is the world's strictest uprb on behalf of the planet, and we all have the power to make a difference #EarthHour #Connect2Earth https://t.co/3e1kVye7kE","1","indirect",NA
"1529513016777113604","den","Dansk Magisterforening","2022-05-25 17:21:34","2416303249","DMfagforening","Solid vidensformidling er det vigtigste vrn mod misinformation og ekkokamre 
 
Skriv under her og stt forskernes vigtige stemme i samfundsdebatten. 


https://t.co/SIqiegpWj7

#videnerfandemeikkeetsynspunkt #dkmedier #dkvid #dkforsk https://t.co/f7LfsgPxTv","Solid knowledge distribution is the main turn against misinformation and eco-cams 
 
Sign here and put the important voice of the researchers in the community debate. 


HTTPS://t.co/SIqiegpWj7

#wissenschafterfandemeiketsynpunkt #dkmedia #dkvid #dkforsk https://t.co/f7LfsgPxTv","1","indirect",NA
"1308722380848668672","ire","Archdiocese of Dublin","2020-09-23 10:58:25","304335700","DublinDiocese","RT @frbryanshortall: https://t.co/Qf4JXL2i4N https://t.co/94rD897oa7","RT @frbryanshortall: https://t.co/Qf4JXL2i4N https://t.co/94rD897oa7","0",NA,"other"
"1392814889698201600","us","Red Hat Software, Inc.","2021-05-13 12:12:01","14627400","RedHat","From helping UNICEF bring aid to children, to assisting with a gender transition, #OpenSource changes lives. We invite you to share your own open source journey, big or small, by creating a photo with our #CodeIsOpen photo maker. https://t.co/GsNEq5Y6e0 https://t.co/C4CDtYAbLf","From helping UNICEF bring aid to children, to assisting with a gender transition, #OpenSource changes lives. We invite you to share your own open source journey, big or small, by creating a photo with our #CodeIsOpen photo maker. https://t.co/GsNEq5Y6e0 https://t.co/C4CDtYAbLf","1","other",NA
"689962561140310018","us","Florida Retail Federation","2016-01-21 00:07:48","34376002","FloridaRetail","Thank u @FLGovScott 4 hosting #florida #retailers &amp; for supporting our industry &amp; families with ur tax cut package! https://t.co/UlNptwpP7C","Thank u @FLGovScott 4 hosting #florida #retailers &amp; for supporting our industry &amp; families with ur tax cut package! https://t.co/UlNptwpP7C","1","direct",NA
"808355769401782273","us","Mutual of Omaha Insurance Company","2016-12-12 17:00:08","132950361","mutualofomaha","Use this handy interactive tool via @WSJ to see your options: https://t.co/u7U7mqtffP. #financialfixes https://t.co/YlFW7UZBTN","Use this handy interactive tool via @WSJ to see your options: https://t.co/u7U7mqtffP. #financialfixes https://t.co/YlFW7UZBTN","0",NA,"marketing"
"1489541091577806856","ire","TG4","2022-02-04 10:07:25","343354675","TG4TV","D hAoine https://t.co/eEGkecxouC","by HTTPS://t.co/eEGkecxouC","0",NA,"other"
"1386711726658396166","den","Sitecore Corporation A/S","2021-04-26 16:00:14","42924671","Sitecore","In this video, Kaz (@KazimNami) takes you through the Sitecore Experience Commerce Cart Abandonment feature, used to follow up with users who browse the site but don[a]t complete a checkout. https://t.co/XVmEiVV02j https://t.co/yp2inYiecc","In this video, Kaz (@KazimNami) takes you through the Sitecore Experience Commerce Cart Abandonment feature, used to follow up with users who browse the site but don[a]t complete a checkout. https://t.co/XVmEiVV02j https://t.co/yp2inYiecc","0",NA,"marketing"
"1357252717891244033","den","Campen Auktioner A/S","2021-02-04 09:00:39","3091320395","CampenAuktioner"," Netauktion Fyn (uge 6) nr. 5803 i Tommerup udbydes med Gram storkkken kleskabe, ubrugte gamerstole, gulvvarmesystem, elektrode svejser, radiatorer, bruseafskrmning m.m.

 Auktionen slutter man. d. 8. feb. kl. 19.30
 
Se mere via linket https://t.co/R6mQh3QD6w https://t.co/dwW8jFCP7Z"," Netauktion Fyn (uge 6) No. 5803 in Tommerup is offered with Gram stork clay, unused gamerstole, floor heating system, electrode switches, radiators, brushing etc.

 The auction ends. 8th February at. 19:30
 
See more via the link https://t.co/R6mQh3QD6w https://t.co/dwW8jFCP7Z","0",NA,"marketing"
"798577252988489728","den","Microsoft Danmark ApS","2016-11-15 17:23:48","160529595","Microsoft_dk","Lr at kode med Minecraft #HourOfCode tutorials &amp; hr Bill Gates &amp; Mark Zuckerberg om deres 1. oplevelse med at kode https://t.co/VqlqwSZNtX https://t.co/MRwv5HKS0P","Read that code with Minecraft #HourOfCode tutorials &amp; Mr Bill Gates &amp; Mark Zuckerberg about their 1st experience with that code https://t.co/VqlqwSZNtX https://t.co/MRwv5HKS0P","0",NA,"community"
"376732413885685760","us","Ceisler Jubelirer LLC PAC (A.K.A. C J PAC - FEDERAL)","2013-09-08 15:43:01","59544734","CeislerMedia","The view from the field of @PPLPark. #BeyondSoccer http://t.co/DH5qY9dnbz","The view from the field of @PPLPark. #BeyondSoccer http://t.co/DH5qY9dnbz","0",NA,"other"
"1504798870546571266","den","Global Biodiversity Information Facility (GBIF)","2022-03-18 12:36:23","66312892","GBIF","Registration is open for our next community webinar, Thu, 31 March!

Join us to discuss opportunities to engage on #CitizenScience via @WeDigBio and our 2022 regional meetings, framed by an updated nodes strategy from @AsArchambeau:
https://t.co/gGA0cXwPzD

#GBIFBID #GBIFBIFA https://t.co/GZ5BIVhCff","Registration is open for our next community webinar, Thu, 31 March!

Join us to discuss opportunities to engage on #CitizenScience via @WeDigBio and our 2022 regional meetings, framed by an updated nodes strategy from @AsArchambeau:
https://t.co/gGA0cXwPzD

#GBIFBID #GBIFBIFA https://t.co/GZ5BIVhCff","0",NA,"community"
"1552534500944510976","ire","Irish Association for Counselling and Psychotherapy - IACP","2022-07-28 06:00:44","3761495548","IACP_ie","The only person you have the power to change is yourself. Attempting to change others will only lead to frustration and resentment. Find a therapist on https://t.co/ErQGW1rCW6 to assist you in developing firmer boundaries #Therapy #Boundaries https://t.co/noAcvGY5jQ","The only person you have the power to change is yourself. Attempting to change others will only lead to frustration and resentment. Find a therapist on https://t.co/ErQGW1rCW6 to assist you in developing firmer boundaries #Therapy #Boundaries https://t.co/noAcvGY5jQ","0",NA,"marketing"
"1063147781542551552","us","BSA Lifestructures","2018-11-15 19:12:38","101774927","LifeStructures","Kay Townsend and Derek Selke have been named Regional Directors for BSA[a]s Indianapolis office. #LifeStructures

https://t.co/AbantZum3u by @PRNewswire https://t.co/vCmALTArwe","Kay Townsend and Derek Selke have been named Regional Directors for BSA[a]s Indianapolis office. #LifeStructures

https://t.co/AbantZum3u by @PRNewswire https://t.co/vCmALTArwe","0",NA,"organizational"
"937664552749105153","ire","Ballyhoura Development CLG","2017-12-04 12:47:04","964015656","BallyhouraDev","[a]Tax and the Self-Assessment System[a] workshop at the E-Centre, Charleville on Wed Dec 6th, 10am-4pm. Padraig Considine of Professional Accounting Solutions will look at What is self-assessment, Vat, capital allowances... Book your place, tel John Hassett 061 387040 @eCharleville https://t.co/Lf8fJz5a5B","[a]Tax and the Self-Assessment System[a] workshop at the E-Centre, Charleville on Wed Dec 6th, 10am-4pm. Padraig Considine of Professional Accounting Solutions will look at What is self-assessment, Vat, capital allowances... Book your place, tel John Hassett 061 387040 @eCharleville https://t.co/Lf8fJz5a5B","0",NA,"marketing"
